,fecha,Comarca,Número de casos total,Casos positivos de mujeres,Casos positivos de hombres,Número de defunciones total,Defunciones de mujeres,Defunciones de hombres,Defunciones no clasificadas
436,17/03/2020,OSONA,10,1.0,0.0,3.0,0.0,1.0,0.0
435,17/03/2020,OSONA,10,1.0,0.0,2.0,1.0,0.0,0.0
433,17/03/2020,NOGUERA,5,1.0,0.0,,,,
442,17/03/2020,PLA DE L'ESTANY,3,0.0,1.0,,,,
432,17/03/2020,MONTSIA,1,1.0,0.0,,,,
431,17/03/2020,MOIANÈS,1,0.0,1.0,,,,
430,17/03/2020,MOIANÈS,3,1.0,0.0,,,,
428,17/03/2020,MARESME,24,1.0,0.0,,,,
427,17/03/2020,GIRONES,8,0.0,1.0,1.0,0.0,1.0,0.0
434,17/03/2020,NOGUERA,7,0.0,1.0,,,,
443,17/03/2020,RIBERA D'EBRE,1,1.0,0.0,,,,
456,17/03/2020,VALLES OCCIDENTAL,76,0.0,1.0,3.0,0.0,1.0,0.0
445,17/03/2020,SEGARRA,1,1.0,0.0,,,,
460,17/03/2020,VALLES ORIENTAL,29,0.0,1.0,1.0,0.0,1.0,0.0
459,17/03/2020,VALLES ORIENTAL,29,0.0,1.0,1.0,1.0,0.0,0.0
458,17/03/2020,VALLES ORIENTAL,25,1.0,0.0,1.0,0.0,1.0,0.0
457,17/03/2020,VALLES ORIENTAL,25,1.0,0.0,1.0,1.0,0.0,0.0
426,17/03/2020,GIRONES,8,0.0,1.0,1.0,1.0,0.0,0.0
455,17/03/2020,VALLES OCCIDENTAL,85,1.0,0.0,3.0,0.0,1.0,0.0
454,17/03/2020,VALL D'ARAN,1,0.0,1.0,,,,
453,17/03/2020,TARRAGONES,5,0.0,1.0,,,,
452,17/03/2020,TARRAGONES,5,1.0,0.0,,,,
451,17/03/2020,SOLSONES,1,0.0,1.0,,,,
450,17/03/2020,SELVA,5,0.0,1.0,,,,
449,17/03/2020,SELVA,6,1.0,0.0,,,,
448,17/03/2020,SEGRIA,13,0.0,1.0,,,,
447,17/03/2020,SEGRIA,5,1.0,0.0,,,,
446,17/03/2020,SEGARRA,2,0.0,1.0,,,,
444,17/03/2020,RIPOLLES,1,1.0,0.0,,,,
425,17/03/2020,GIRONES,12,1.0,0.0,1.0,0.0,1.0,0.0
429,17/03/2020,MARESME,26,0.0,1.0,,,,
423,17/03/2020,GARROTXA,4,0.0,1.0,,,,
403,17/03/2020,BAIX EBRE,3,1.0,0.0,,,,
402,17/03/2020,BAIX CAMP,3,0.0,1.0,,,,
401,17/03/2020,BAIX CAMP,3,1.0,0.0,,,,
400,17/03/2020,BAGES,10,0.0,1.0,1.0,1.0,0.0,0.0
399,17/03/2020,BAGES,13,1.0,0.0,1.0,1.0,0.0,0.0
397,17/03/2020,ANOIA,17,0.0,1.0,1.0,1.0,0.0,0.0
404,17/03/2020,BAIX EBRE,2,0.0,1.0,,,,
396,17/03/2020,ANOIA,15,1.0,0.0,5.0,0.0,1.0,0.0
394,17/03/2020,ALT PENEDES,7,0.0,1.0,,,,
393,17/03/2020,ALT PENEDES,3,1.0,0.0,,,,
392,17/03/2020,ALT EMPORDA,1,0.0,1.0,,,,
391,17/03/2020,ALT EMPORDA,2,1.0,0.0,,,,
390,17/03/2020,ALT CAMP,1,0.0,1.0,,,,
424,17/03/2020,GIRONES,12,1.0,0.0,1.0,1.0,0.0,0.0
395,17/03/2020,ANOIA,15,1.0,0.0,1.0,1.0,0.0,0.0
405,17/03/2020,BAIX EMPORDA,5,1.0,0.0,,,,
398,17/03/2020,ANOIA,17,0.0,1.0,5.0,0.0,1.0,0.0
407,17/03/2020,BAIX LLOBREGAT,86,1.0,0.0,1.0,1.0,0.0,0.0
422,17/03/2020,GARROTXA,4,1.0,0.0,,,,
406,17/03/2020,BAIX EMPORDA,2,0.0,1.0,,,,
421,17/03/2020,GARRAF,5,0.0,1.0,,,,
420,17/03/2020,GARRAF,13,1.0,0.0,,,,
419,17/03/2020,CONCA DE BARBERA,1,0.0,1.0,,,,
418,17/03/2020,BERGUEDA,1,0.0,1.0,1.0,0.0,1.0,0.0
416,17/03/2020,BARCELONES,256,0.0,1.0,13.0,0.0,1.0,0.0
415,17/03/2020,BARCELONES,256,0.0,1.0,19.0,1.0,0.0,0.0
417,17/03/2020,BERGUEDA,5,1.0,0.0,1.0,0.0,1.0,0.0
413,17/03/2020,BARCELONES,269,1.0,0.0,19.0,1.0,0.0,0.0
412,17/03/2020,BAIX PENEDES,3,0.0,1.0,,,,
411,17/03/2020,BAIX PENEDES,5,1.0,0.0,,,,
410,17/03/2020,BAIX LLOBREGAT,69,0.0,1.0,5.0,0.0,1.0,0.0
409,17/03/2020,BAIX LLOBREGAT,69,0.0,1.0,1.0,1.0,0.0,0.0
408,17/03/2020,BAIX LLOBREGAT,86,1.0,0.0,5.0,0.0,1.0,0.0
414,17/03/2020,BARCELONES,269,1.0,0.0,13.0,0.0,1.0,0.0
516,18/03/2020,SEGARRA,1,1.0,0.0,,,,
511,18/03/2020,PLA D'URGELL,6,1.0,0.0,,,,
515,18/03/2020,RIBERA D'EBRE,2,0.0,1.0,,,,
514,18/03/2020,PLA DE L'ESTANY,3,0.0,1.0,,,,
513,18/03/2020,PLA DE L'ESTANY,2,1.0,0.0,,,,
512,18/03/2020,PLA D'URGELL,1,0.0,1.0,,,,
510,18/03/2020,PALLARS SOBIRA,1,0.0,1.0,,,,
501,18/03/2020,MARESME,32,0.0,1.0,1.0,0.0,1.0,0.0
508,18/03/2020,OSONA,7,0.0,1.0,1.0,1.0,0.0,0.0
507,18/03/2020,OSONA,11,1.0,0.0,1.0,0.0,1.0,0.0
506,18/03/2020,OSONA,11,1.0,0.0,1.0,1.0,0.0,0.0
505,18/03/2020,NOGUERA,1,0.0,1.0,,,,
504,18/03/2020,NOGUERA,5,1.0,0.0,,,,
502,18/03/2020,MOIANÈS,3,0.0,1.0,,,,
517,18/03/2020,SEGARRA,2,0.0,1.0,,,,
509,18/03/2020,OSONA,7,0.0,1.0,1.0,0.0,1.0,0.0
518,18/03/2020,SEGRIA,20,1.0,0.0,1.0,0.0,1.0,0.0
536,18/03/2020,VALLES ORIENTAL,29,0.0,1.0,2.0,0.0,1.0,0.0
520,18/03/2020,SELVA,7,1.0,0.0,,,,
500,18/03/2020,MARESME,32,1.0,0.0,1.0,0.0,1.0,0.0
535,18/03/2020,VALLES ORIENTAL,29,0.0,1.0,1.0,1.0,0.0,0.0
534,18/03/2020,VALLES ORIENTAL,33,1.0,0.0,2.0,0.0,1.0,0.0
533,18/03/2020,VALLES ORIENTAL,33,1.0,0.0,1.0,1.0,0.0,0.0
532,18/03/2020,VALLES OCCIDENTAL,79,0.0,1.0,4.0,0.0,1.0,0.0
531,18/03/2020,VALLES OCCIDENTAL,79,0.0,1.0,4.0,1.0,0.0,0.0
530,18/03/2020,VALLES OCCIDENTAL,81,1.0,0.0,4.0,0.0,1.0,0.0
519,18/03/2020,SEGRIA,13,0.0,1.0,1.0,0.0,1.0,0.0
529,18/03/2020,VALLES OCCIDENTAL,81,1.0,0.0,4.0,1.0,0.0,0.0
527,18/03/2020,VALL D'ARAN,1,1.0,0.0,,,,
526,18/03/2020,URGELL,1,0.0,1.0,,,,
525,18/03/2020,URGELL,4,1.0,0.0,,,,
524,18/03/2020,TARRAGONES,7,0.0,1.0,,,,
523,18/03/2020,TARRAGONES,1,1.0,0.0,,,,
522,18/03/2020,SOLSONES,1,1.0,0.0,,,,
521,18/03/2020,SELVA,10,0.0,1.0,,,,
528,18/03/2020,VALL D'ARAN,3,0.0,1.0,,,,
499,18/03/2020,GIRONES,12,0.0,1.0,1.0,1.0,0.0,0.0
503,18/03/2020,MONTSIA,2,0.0,1.0,,,,
497,18/03/2020,GARROTXA,2,0.0,1.0,,,,
477,18/03/2020,BAIX EBRE,1,0.0,1.0,,,,
476,18/03/2020,BAIX CAMP,6,0.0,1.0,,,,
475,18/03/2020,BAIX CAMP,2,1.0,0.0,,,,
474,18/03/2020,BAGES,16,0.0,1.0,1.0,0.0,1.0,0.0
473,18/03/2020,BAGES,16,0.0,1.0,3.0,1.0,0.0,0.0
472,18/03/2020,BAGES,26,1.0,0.0,1.0,0.0,1.0,0.0
471,18/03/2020,BAGES,26,1.0,0.0,3.0,1.0,0.0,0.0
478,18/03/2020,BAIX EMPORDA,5,1.0,0.0,,,,
469,18/03/2020,ANOIA,16,0.0,1.0,4.0,1.0,0.0,0.0
467,18/03/2020,ANOIA,24,1.0,0.0,4.0,1.0,0.0,0.0
466,18/03/2020,ALT PENEDES,3,0.0,1.0,1.0,0.0,1.0,0.0
465,18/03/2020,ALT PENEDES,3,0.0,1.0,1.0,1.0,0.0,0.0
464,18/03/2020,ALT PENEDES,3,1.0,0.0,1.0,0.0,1.0,0.0
463,18/03/2020,ALT PENEDES,3,1.0,0.0,1.0,1.0,0.0,0.0
462,18/03/2020,ALT EMPORDA,6,0.0,1.0,,,,
461,18/03/2020,ALT EMPORDA,1,1.0,0.0,,,,
468,18/03/2020,ANOIA,24,1.0,0.0,1.0,0.0,1.0,0.0
479,18/03/2020,BAIX EMPORDA,4,0.0,1.0,,,,
470,18/03/2020,ANOIA,16,0.0,1.0,1.0,0.0,1.0,0.0
481,18/03/2020,BAIX LLOBREGAT,86,1.0,0.0,7.0,0.0,1.0,0.0
480,18/03/2020,BAIX LLOBREGAT,86,1.0,0.0,2.0,1.0,0.0,0.0
496,18/03/2020,GARROTXA,5,1.0,0.0,,,,
495,18/03/2020,GARRIGUES,1,1.0,0.0,,,,
494,18/03/2020,GARRAF,8,0.0,1.0,,,,
498,18/03/2020,GIRONES,30,1.0,0.0,1.0,1.0,0.0,0.0
493,18/03/2020,GARRAF,7,1.0,0.0,,,,
491,18/03/2020,BERGUEDA,5,0.0,1.0,,,,
490,18/03/2020,BERGUEDA,5,1.0,0.0,,,,
492,18/03/2020,CONCA DE BARBERA,1,0.0,1.0,1.0,1.0,0.0,0.0
488,18/03/2020,BARCELONES,311,0.0,1.0,23.0,1.0,0.0,0.0
487,18/03/2020,BARCELONES,300,1.0,0.0,22.0,0.0,1.0,0.0
486,18/03/2020,BARCELONES,300,1.0,0.0,23.0,1.0,0.0,0.0
485,18/03/2020,BAIX PENEDES,5,0.0,1.0,,,,
484,18/03/2020,BAIX PENEDES,3,1.0,0.0,,,,
483,18/03/2020,BAIX LLOBREGAT,97,0.0,1.0,7.0,0.0,1.0,0.0
482,18/03/2020,BAIX LLOBREGAT,97,0.0,1.0,2.0,1.0,0.0,0.0
489,18/03/2020,BARCELONES,311,0.0,1.0,22.0,0.0,1.0,0.0
597,19/03/2020,RIBERA D'EBRE,2,1.0,0.0,,,,
591,19/03/2020,PLA D'URGELL,5,1.0,0.0,,,,
596,19/03/2020,PRIORAT,1,0.0,1.0,,,,
595,19/03/2020,PRIORAT,1,1.0,0.0,,,,
594,19/03/2020,PLA DE L'ESTANY,4,0.0,1.0,,,,
593,19/03/2020,PLA DE L'ESTANY,2,1.0,0.0,,,,
592,19/03/2020,PLA D'URGELL,4,0.0,1.0,,,,
590,19/03/2020,PALLARS SOBIRA,1,0.0,1.0,,,,
581,19/03/2020,MOIANÈS,2,1.0,0.0,,,,
588,19/03/2020,PALLARS JUSSA,1,1.0,0.0,,,,
587,19/03/2020,OSONA,9,0.0,1.0,,,,
586,19/03/2020,OSONA,19,1.0,0.0,,,,
585,19/03/2020,NOGUERA,2,0.0,1.0,,,,
584,19/03/2020,NOGUERA,4,1.0,0.0,,,,
583,19/03/2020,MONTSIA,5,0.0,1.0,,,,
582,19/03/2020,MONTSIA,2,1.0,0.0,,,,
598,19/03/2020,RIPOLLES,1,1.0,0.0,,,,
589,19/03/2020,PALLARS SOBIRA,1,1.0,0.0,,,,
599,19/03/2020,RIPOLLES,1,0.0,1.0,,,,
618,19/03/2020,VALLES ORIENTAL,28,0.0,1.0,5.0,0.0,1.0,0.0
601,19/03/2020,SEGARRA,2,0.0,1.0,,,,
579,19/03/2020,MARESME,20,1.0,0.0,,,,
617,19/03/2020,VALLES ORIENTAL,28,0.0,1.0,4.0,1.0,0.0,0.0
616,19/03/2020,VALLES ORIENTAL,43,1.0,0.0,5.0,0.0,1.0,0.0
615,19/03/2020,VALLES ORIENTAL,43,1.0,0.0,4.0,1.0,0.0,0.0
614,19/03/2020,VALLES OCCIDENTAL,76,0.0,1.0,10.0,0.0,1.0,0.0
613,19/03/2020,VALLES OCCIDENTAL,76,0.0,1.0,7.0,1.0,0.0,0.0
612,19/03/2020,VALLES OCCIDENTAL,104,1.0,0.0,10.0,0.0,1.0,0.0
611,19/03/2020,VALLES OCCIDENTAL,104,1.0,0.0,7.0,1.0,0.0,0.0
610,19/03/2020,VALL D'ARAN,1,0.0,1.0,,,,
609,19/03/2020,VALL D'ARAN,1,1.0,0.0,,,,
608,19/03/2020,URGELL,1,0.0,1.0,,,,
607,19/03/2020,TARRAGONES,3,0.0,1.0,,,,
606,19/03/2020,TARRAGONES,10,1.0,0.0,,,,
605,19/03/2020,SELVA,9,0.0,1.0,,,,
604,19/03/2020,SELVA,8,1.0,0.0,,,,
603,19/03/2020,SEGRIA,13,0.0,1.0,1.0,0.0,1.0,0.0
602,19/03/2020,SEGRIA,10,1.0,0.0,1.0,0.0,1.0,0.0
600,19/03/2020,SEGARRA,3,1.0,0.0,,,,
578,19/03/2020,GIRONES,20,0.0,1.0,,,,
580,19/03/2020,MARESME,32,0.0,1.0,,,,
576,19/03/2020,GARROTXA,2,0.0,1.0,,,,
554,19/03/2020,BAIX EBRE,2,0.0,1.0,1.0,0.0,1.0,0.0
553,19/03/2020,BAIX EBRE,8,1.0,0.0,1.0,0.0,1.0,0.0
552,19/03/2020,BAIX CAMP,9,0.0,1.0,,,,
551,19/03/2020,BAIX CAMP,2,1.0,0.0,,,,
550,19/03/2020,BAGES,22,0.0,1.0,1.0,0.0,1.0,0.0
549,19/03/2020,BAGES,22,0.0,1.0,1.0,1.0,0.0,0.0
548,19/03/2020,BAGES,24,1.0,0.0,1.0,0.0,1.0,0.0
546,19/03/2020,ANOIA,20,0.0,1.0,4.0,0.0,1.0,0.0
555,19/03/2020,BAIX EMPORDA,4,1.0,0.0,,,,
545,19/03/2020,ANOIA,20,0.0,1.0,6.0,1.0,0.0,0.0
543,19/03/2020,ANOIA,24,1.0,0.0,6.0,1.0,0.0,0.0
542,19/03/2020,ALT PENEDES,3,0.0,1.0,2.0,1.0,0.0,0.0
541,19/03/2020,ALT PENEDES,6,1.0,0.0,2.0,1.0,0.0,0.0
540,19/03/2020,ALT EMPORDA,2,0.0,1.0,,,,
539,19/03/2020,ALT EMPORDA,1,1.0,0.0,,,,
538,19/03/2020,ALT CAMP,3,0.0,1.0,,,,
537,19/03/2020,ALT CAMP,2,1.0,0.0,,,,
577,19/03/2020,GIRONES,23,1.0,0.0,,,,
544,19/03/2020,ANOIA,24,1.0,0.0,4.0,0.0,1.0,0.0
556,19/03/2020,BAIX EMPORDA,6,0.0,1.0,,,,
547,19/03/2020,BAGES,24,1.0,0.0,1.0,1.0,0.0,0.0
558,19/03/2020,BAIX LLOBREGAT,122,1.0,0.0,4.0,0.0,1.0,0.0
557,19/03/2020,BAIX LLOBREGAT,122,1.0,0.0,7.0,1.0,0.0,0.0
574,19/03/2020,GARRIGUES,1,0.0,1.0,,,,
573,19/03/2020,GARRIGUES,1,1.0,0.0,,,,
572,19/03/2020,GARRAF,5,0.0,1.0,,,,
571,19/03/2020,GARRAF,12,1.0,0.0,,,,
570,19/03/2020,CONCA DE BARBERA,2,0.0,1.0,,,,
569,19/03/2020,CONCA DE BARBERA,1,1.0,0.0,,,,
568,19/03/2020,BERGUEDA,10,0.0,1.0,,,,
567,19/03/2020,BERGUEDA,7,1.0,0.0,,,,
575,19/03/2020,GARROTXA,9,1.0,0.0,,,,
559,19/03/2020,BAIX LLOBREGAT,94,0.0,1.0,7.0,1.0,0.0,0.0
565,19/03/2020,BARCELONES,304,0.0,1.0,16.0,1.0,0.0,0.0
564,19/03/2020,BARCELONES,316,1.0,0.0,19.0,0.0,1.0,0.0
563,19/03/2020,BARCELONES,316,1.0,0.0,16.0,1.0,0.0,0.0
562,19/03/2020,BAIX PENEDES,2,0.0,1.0,,,,
561,19/03/2020,BAIX PENEDES,4,1.0,0.0,,,,
560,19/03/2020,BAIX LLOBREGAT,94,0.0,1.0,4.0,0.0,1.0,0.0
566,19/03/2020,BARCELONES,304,0.0,1.0,19.0,0.0,1.0,0.0
676,20/03/2020,PALLARS JUSSA,2,1.0,0.0,,,,
677,20/03/2020,PALLARS JUSSA,1,0.0,1.0,,,,
678,20/03/2020,PALLARS SOBIRA,2,1.0,0.0,,,,
682,20/03/2020,RIPOLLES,4,1.0,0.0,,,,
680,20/03/2020,PLA DE L'ESTANY,2,0.0,1.0,,,,
675,20/03/2020,OSONA,18,0.0,1.0,3.0,0.0,1.0,0.0
681,20/03/2020,PRIORAT,1,1.0,0.0,,,,
679,20/03/2020,PLA DE L'ESTANY,2,1.0,0.0,,,,
674,20/03/2020,OSONA,18,0.0,1.0,1.0,1.0,0.0,0.0
669,20/03/2020,MONTSIA,5,1.0,0.0,,,,
672,20/03/2020,OSONA,19,1.0,0.0,1.0,1.0,0.0,0.0
671,20/03/2020,NOGUERA,3,0.0,1.0,,,,
670,20/03/2020,MONTSIA,1,0.0,1.0,,,,
668,20/03/2020,MOIANÈS,3,0.0,1.0,,,,
667,20/03/2020,MOIANÈS,1,1.0,0.0,,,,
666,20/03/2020,MARESME,31,0.0,1.0,1.0,0.0,1.0,0.0
665,20/03/2020,MARESME,34,1.0,0.0,1.0,0.0,1.0,0.0
664,20/03/2020,GIRONES,19,0.0,1.0,2.0,0.0,1.0,0.0
673,20/03/2020,OSONA,19,1.0,0.0,3.0,0.0,1.0,0.0
683,20/03/2020,RIPOLLES,3,0.0,1.0,,,,
704,20/03/2020,VALLES ORIENTAL,39,0.0,1.0,2.0,0.0,1.0,0.0
685,20/03/2020,SEGARRA,1,0.0,1.0,,,,
663,20/03/2020,GIRONES,19,0.0,1.0,1.0,1.0,0.0,0.0
703,20/03/2020,VALLES ORIENTAL,39,0.0,1.0,4.0,1.0,0.0,0.0
702,20/03/2020,VALLES ORIENTAL,53,1.0,0.0,2.0,0.0,1.0,0.0
701,20/03/2020,VALLES ORIENTAL,53,1.0,0.0,4.0,1.0,0.0,0.0
700,20/03/2020,VALLES OCCIDENTAL,109,0.0,1.0,5.0,0.0,1.0,0.0
699,20/03/2020,VALLES OCCIDENTAL,109,0.0,1.0,5.0,1.0,0.0,0.0
698,20/03/2020,VALLES OCCIDENTAL,104,1.0,0.0,5.0,0.0,1.0,0.0
697,20/03/2020,VALLES OCCIDENTAL,104,1.0,0.0,5.0,1.0,0.0,0.0
696,20/03/2020,VALL D'ARAN,2,0.0,1.0,,,,
695,20/03/2020,VALL D'ARAN,1,1.0,0.0,,,,
694,20/03/2020,URGELL,7,0.0,1.0,,,,
693,20/03/2020,URGELL,3,1.0,0.0,,,,
692,20/03/2020,TARRAGONES,7,0.0,1.0,1.0,0.0,1.0,0.0
691,20/03/2020,TARRAGONES,8,1.0,0.0,1.0,0.0,1.0,0.0
690,20/03/2020,SOLSONES,1,1.0,0.0,,,,
689,20/03/2020,SELVA,8,0.0,1.0,4.0,0.0,1.0,0.0
688,20/03/2020,SELVA,13,1.0,0.0,4.0,0.0,1.0,0.0
687,20/03/2020,SEGRIA,10,0.0,1.0,,,,
686,20/03/2020,SEGRIA,9,1.0,0.0,,,,
684,20/03/2020,SEGARRA,1,1.0,0.0,,,,
662,20/03/2020,GIRONES,37,1.0,0.0,2.0,0.0,1.0,0.0
620,20/03/2020,ALT CAMP,1,0.0,1.0,,,,
660,20/03/2020,GARROTXA,3,0.0,1.0,,,,
637,20/03/2020,BAIX EBRE,4,0.0,1.0,,,,
636,20/03/2020,BAIX EBRE,5,1.0,0.0,,,,
635,20/03/2020,BAIX CAMP,1,0.0,1.0,,,,
634,20/03/2020,BAIX CAMP,4,1.0,0.0,,,,
633,20/03/2020,BAGES,20,0.0,1.0,3.0,0.0,1.0,0.0
632,20/03/2020,BAGES,20,0.0,1.0,2.0,1.0,0.0,0.0
631,20/03/2020,BAGES,36,1.0,0.0,3.0,0.0,1.0,0.0
630,20/03/2020,BAGES,36,1.0,0.0,2.0,1.0,0.0,0.0
638,20/03/2020,BAIX EMPORDA,12,1.0,0.0,1.0,0.0,1.0,0.0
629,20/03/2020,ANOIA,16,0.0,1.0,4.0,0.0,1.0,0.0
627,20/03/2020,ANOIA,21,1.0,0.0,4.0,0.0,1.0,0.0
626,20/03/2020,ANOIA,21,1.0,0.0,5.0,1.0,0.0,0.0
625,20/03/2020,ALT URGELL,2,0.0,1.0,,,,
624,20/03/2020,ALT PENEDES,3,0.0,1.0,,,,
623,20/03/2020,ALT PENEDES,2,1.0,0.0,,,,
622,20/03/2020,ALT EMPORDA,2,0.0,1.0,,,,
661,20/03/2020,GIRONES,37,1.0,0.0,1.0,1.0,0.0,0.0
619,20/03/2020,ALT CAMP,2,1.0,0.0,,,,
628,20/03/2020,ANOIA,16,0.0,1.0,5.0,1.0,0.0,0.0
639,20/03/2020,BAIX EMPORDA,4,0.0,1.0,1.0,0.0,1.0,0.0
621,20/03/2020,ALT EMPORDA,6,1.0,0.0,,,,
641,20/03/2020,BAIX LLOBREGAT,149,1.0,0.0,12.0,0.0,1.0,0.0
659,20/03/2020,GARROTXA,8,1.0,0.0,,,,
658,20/03/2020,GARRIGUES,2,0.0,1.0,,,,
657,20/03/2020,GARRAF,10,0.0,1.0,2.0,0.0,1.0,0.0
656,20/03/2020,GARRAF,12,1.0,0.0,2.0,0.0,1.0,0.0
655,20/03/2020,CONCA DE BARBERA,3,0.0,1.0,1.0,1.0,0.0,0.0
653,20/03/2020,BERGUEDA,8,0.0,1.0,3.0,0.0,1.0,0.0
652,20/03/2020,BERGUEDA,8,0.0,1.0,1.0,1.0,0.0,0.0
651,20/03/2020,BERGUEDA,2,1.0,0.0,3.0,0.0,1.0,0.0
654,20/03/2020,CERDANYA,1,0.0,1.0,,,,
649,20/03/2020,BARCELONES,349,0.0,1.0,29.0,0.0,1.0,0.0
642,20/03/2020,BAIX LLOBREGAT,113,0.0,1.0,4.0,1.0,0.0,0.0
650,20/03/2020,BERGUEDA,2,1.0,0.0,1.0,1.0,0.0,0.0
643,20/03/2020,BAIX LLOBREGAT,113,0.0,1.0,12.0,0.0,1.0,0.0
644,20/03/2020,BAIX PENEDES,9,1.0,0.0,1.0,0.0,1.0,0.0
640,20/03/2020,BAIX LLOBREGAT,149,1.0,0.0,4.0,1.0,0.0,0.0
646,20/03/2020,BARCELONES,345,1.0,0.0,13.0,1.0,0.0,0.0
647,20/03/2020,BARCELONES,345,1.0,0.0,29.0,0.0,1.0,0.0
648,20/03/2020,BARCELONES,349,0.0,1.0,13.0,1.0,0.0,0.0
645,20/03/2020,BAIX PENEDES,5,0.0,1.0,1.0,0.0,1.0,0.0
754,21/03/2020,OSONA,15,0.0,1.0,2.0,1.0,0.0,0.0
759,21/03/2020,PLA DE L'ESTANY,1,1.0,0.0,1.0,1.0,0.0,0.0
758,21/03/2020,PLA D'URGELL,2,1.0,0.0,,,,
757,21/03/2020,PALLARS JUSSA,5,0.0,1.0,,,,
756,21/03/2020,PALLARS JUSSA,3,1.0,0.0,,,,
755,21/03/2020,OSONA,15,0.0,1.0,4.0,0.0,1.0,0.0
760,21/03/2020,PLA DE L'ESTANY,1,0.0,1.0,1.0,1.0,0.0,0.0
745,21/03/2020,GIRONES,14,1.0,0.0,1.0,0.0,1.0,0.0
781,21/03/2020,VALLES ORIENTAL,27,0.0,1.0,5.0,0.0,1.0,0.0
751,21/03/2020,NOGUERA,3,1.0,0.0,,,,
750,21/03/2020,MONTSIA,2,1.0,0.0,,,,
749,21/03/2020,MARESME,24,0.0,1.0,,,,
748,21/03/2020,MARESME,34,1.0,0.0,,,,
747,21/03/2020,GIRONES,9,0.0,1.0,1.0,0.0,1.0,0.0
746,21/03/2020,GIRONES,9,0.0,1.0,1.0,1.0,0.0,0.0
761,21/03/2020,RIBERA D'EBRE,1,1.0,0.0,,,,
753,21/03/2020,OSONA,19,1.0,0.0,4.0,0.0,1.0,0.0
762,21/03/2020,RIPOLLES,3,1.0,0.0,,,,
772,21/03/2020,URGELL,3,0.0,1.0,,,,
764,21/03/2020,SEGARRA,1,1.0,0.0,,,,
744,21/03/2020,GIRONES,14,1.0,0.0,1.0,1.0,0.0,0.0
780,21/03/2020,VALLES ORIENTAL,27,0.0,1.0,3.0,1.0,0.0,0.0
779,21/03/2020,VALLES ORIENTAL,32,1.0,0.0,5.0,0.0,1.0,0.0
778,21/03/2020,VALLES ORIENTAL,32,1.0,0.0,3.0,1.0,0.0,0.0
777,21/03/2020,VALLES OCCIDENTAL,56,0.0,1.0,11.0,0.0,1.0,0.0
776,21/03/2020,VALLES OCCIDENTAL,56,0.0,1.0,6.0,1.0,0.0,0.0
775,21/03/2020,VALLES OCCIDENTAL,85,1.0,0.0,11.0,0.0,1.0,0.0
763,21/03/2020,RIPOLLES,2,0.0,1.0,,,,
774,21/03/2020,VALLES OCCIDENTAL,85,1.0,0.0,6.0,1.0,0.0,0.0
771,21/03/2020,URGELL,3,1.0,0.0,,,,
770,21/03/2020,TARRAGONES,7,0.0,1.0,,,,
769,21/03/2020,TARRAGONES,1,1.0,0.0,,,,
768,21/03/2020,SELVA,14,0.0,1.0,1.0,0.0,1.0,0.0
767,21/03/2020,SELVA,6,1.0,0.0,1.0,0.0,1.0,0.0
766,21/03/2020,SEGRIA,3,0.0,1.0,,,,
765,21/03/2020,SEGRIA,8,1.0,0.0,,,,
773,21/03/2020,VALL D'ARAN,2,0.0,1.0,,,,
743,21/03/2020,GARROTXA,3,0.0,1.0,1.0,0.0,1.0,0.0
752,21/03/2020,OSONA,19,1.0,0.0,2.0,1.0,0.0,0.0
741,21/03/2020,GARROTXA,6,1.0,0.0,1.0,0.0,1.0,0.0
720,21/03/2020,BAIX CAMP,4,0.0,1.0,,,,
719,21/03/2020,BAIX CAMP,2,1.0,0.0,,,,
718,21/03/2020,BAGES,11,0.0,1.0,1.0,0.0,1.0,0.0
717,21/03/2020,BAGES,11,0.0,1.0,1.0,1.0,0.0,0.0
716,21/03/2020,BAGES,25,1.0,0.0,1.0,0.0,1.0,0.0
715,21/03/2020,BAGES,25,1.0,0.0,1.0,1.0,0.0,0.0
714,21/03/2020,ANOIA,10,0.0,1.0,12.0,0.0,1.0,0.0
721,21/03/2020,BAIX EBRE,6,1.0,0.0,,,,
712,21/03/2020,ANOIA,12,1.0,0.0,12.0,0.0,1.0,0.0
710,21/03/2020,ALT URGELL,2,0.0,1.0,,,,
709,21/03/2020,ALT PENEDES,4,0.0,1.0,,,,
708,21/03/2020,ALT PENEDES,3,1.0,0.0,,,,
707,21/03/2020,ALT EMPORDA,5,0.0,1.0,,,,
706,21/03/2020,ALT EMPORDA,1,1.0,0.0,,,,
705,21/03/2020,ALT CAMP,2,0.0,1.0,,,,
742,21/03/2020,GARROTXA,3,0.0,1.0,1.0,1.0,0.0,0.0
711,21/03/2020,ANOIA,12,1.0,0.0,4.0,1.0,0.0,0.0
722,21/03/2020,BAIX EBRE,3,0.0,1.0,,,,
713,21/03/2020,ANOIA,10,0.0,1.0,4.0,1.0,0.0,0.0
724,21/03/2020,BAIX EMPORDA,5,0.0,1.0,,,,
723,21/03/2020,BAIX EMPORDA,8,1.0,0.0,,,,
740,21/03/2020,GARROTXA,6,1.0,0.0,1.0,1.0,0.0,0.0
739,21/03/2020,GARRIGUES,3,1.0,0.0,,,,
738,21/03/2020,GARRAF,5,0.0,1.0,,,,
