Data defunció,Codi Comarca,Comarca,Codi Sexe,Sexe,Nombre defuncions
17/05/2021,13,BARCELONES,0,Home,2
17/05/2021,40,VALLES OCCIDENTAL,0,Home,1
16/05/2021,01,ALT CAMP,1,Dona,1
16/05/2021,11,BAIX LLOBREGAT,0,Home,1
16/05/2021,13,BARCELONES,0,Home,1
16/05/2021,13,BARCELONES,1,Dona,1
16/05/2021,40,VALLES OCCIDENTAL,0,Home,1
15/05/2021,06,ANOIA,1,Dona,1
15/05/2021,13,BARCELONES,0,Home,2
14/05/2021,07,BAGES,0,Home,1
14/05/2021,11,BAIX LLOBREGAT,0,Home,2
14/05/2021,13,BARCELONES,0,Home,2
14/05/2021,40,VALLES OCCIDENTAL,0,Home,1
14/05/2021,40,VALLES OCCIDENTAL,1,Dona,1
13/05/2021,11,BAIX LLOBREGAT,1,Dona,1
13/05/2021,13,BARCELONES,0,Home,1
13/05/2021,36,TARRAGONES,0,Home,1
13/05/2021,40,VALLES OCCIDENTAL,1,Dona,1
13/05/2021,40,VALLES OCCIDENTAL,0,Home,2
12/05/2021,11,BAIX LLOBREGAT,0,Home,1
12/05/2021,13,BARCELONES,1,Dona,1
12/05/2021,19,GARROTXA,0,Home,1
12/05/2021,27,PLA D'URGELL,0,Home,1
12/05/2021,40,VALLES OCCIDENTAL,0,Home,1
12/05/2021,40,VALLES OCCIDENTAL,1,Dona,1
11/05/2021,07,BAGES,0,Home,1
11/05/2021,13,BARCELONES,0,Home,1
11/05/2021,13,BARCELONES,1,Dona,2
11/05/2021,23,NOGUERA,0,Home,1
11/05/2021,24,OSONA,0,Home,1
11/05/2021,40,VALLES OCCIDENTAL,1,Dona,1
11/05/2021,41,VALLES ORIENTAL,0,Home,1
11/05/2021,41,VALLES ORIENTAL,1,Dona,1
10/05/2021,11,BAIX LLOBREGAT,0,Home,1
10/05/2021,13,BARCELONES,1,Dona,2
10/05/2021,24,OSONA,1,Dona,1
10/05/2021,38,URGELL,0,Home,1
09/05/2021,10,BAIX EMPORDA,1,Dona,1
09/05/2021,11,BAIX LLOBREGAT,0,Home,1
09/05/2021,13,BARCELONES,0,Home,4
09/05/2021,13,BARCELONES,1,Dona,4
09/05/2021,36,TARRAGONES,0,Home,1
09/05/2021,40,VALLES OCCIDENTAL,0,Home,1
09/05/2021,40,VALLES OCCIDENTAL,1,Dona,2
09/05/2021,41,VALLES ORIENTAL,1,Dona,1
08/05/2021,01,ALT CAMP,1,Dona,1
08/05/2021,02,ALT EMPORDA,1,Dona,1
08/05/2021,10,BAIX EMPORDA,0,Home,2
08/05/2021,13,BARCELONES,1,Dona,1
08/05/2021,13,BARCELONES,0,Home,2
08/05/2021,19,GARROTXA,0,Home,1
08/05/2021,21,MARESME,1,Dona,2
08/05/2021,23,NOGUERA,0,Home,1
08/05/2021,33,SEGRIA,1,Dona,1
08/05/2021,41,VALLES ORIENTAL,1,Dona,1
08/05/2021,41,VALLES ORIENTAL,0,Home,1
07/05/2021,08,BAIX CAMP,0,Home,1
07/05/2021,19,GARROTXA,0,Home,1
07/05/2021,00,No classificat,,No classifcat,1
07/05/2021,27,PLA D'URGELL,1,Dona,1
07/05/2021,34,SELVA,1,Dona,1
07/05/2021,36,TARRAGONES,0,Home,1
07/05/2021,40,VALLES OCCIDENTAL,1,Dona,1
07/05/2021,40,VALLES OCCIDENTAL,0,Home,1
06/05/2021,01,ALT CAMP,0,Home,1
06/05/2021,02,ALT EMPORDA,0,Home,1
06/05/2021,06,ANOIA,1,Dona,1
06/05/2021,07,BAGES,1,Dona,1
06/05/2021,10,BAIX EMPORDA,0,Home,1
06/05/2021,13,BARCELONES,1,Dona,3
06/05/2021,13,BARCELONES,0,Home,1
06/05/2021,14,BERGUEDA,0,Home,1
06/05/2021,17,GARRAF,1,Dona,1
06/05/2021,19,GARROTXA,0,Home,1
06/05/2021,21,MARESME,0,Home,1
06/05/2021,34,SELVA,0,Home,1
06/05/2021,40,VALLES OCCIDENTAL,0,Home,1
05/05/2021,02,ALT EMPORDA,0,Home,1
05/05/2021,13,BARCELONES,1,Dona,3
05/05/2021,13,BARCELONES,0,Home,1
05/05/2021,21,MARESME,0,Home,1
05/05/2021,42,MOIANÈS,0,Home,1
05/05/2021,24,OSONA,1,Dona,1
05/05/2021,28,PLA DE L'ESTANY,1,Dona,1
05/05/2021,33,SEGRIA,0,Home,1
05/05/2021,36,TARRAGONES,0,Home,1
05/05/2021,40,VALLES OCCIDENTAL,0,Home,3
05/05/2021,40,VALLES OCCIDENTAL,1,Dona,3
05/05/2021,41,VALLES ORIENTAL,0,Home,1
04/05/2021,06,ANOIA,0,Home,1
04/05/2021,07,BAGES,0,Home,3
04/05/2021,11,BAIX LLOBREGAT,1,Dona,1
04/05/2021,13,BARCELONES,0,Home,1
04/05/2021,13,BARCELONES,1,Dona,1
04/05/2021,16,CONCA DE BARBERA,0,Home,1
04/05/2021,21,MARESME,0,Home,1
04/05/2021,33,SEGRIA,0,Home,1
04/05/2021,37,TERRA ALTA,0,Home,1
04/05/2021,40,VALLES OCCIDENTAL,1,Dona,1
04/05/2021,40,VALLES OCCIDENTAL,0,Home,3
04/05/2021,41,VALLES ORIENTAL,0,Home,1
03/05/2021,02,ALT EMPORDA,0,Home,1
03/05/2021,06,ANOIA,1,Dona,1
03/05/2021,08,BAIX CAMP,0,Home,1
03/05/2021,11,BAIX LLOBREGAT,0,Home,1
03/05/2021,13,BARCELONES,1,Dona,4
03/05/2021,13,BARCELONES,0,Home,2
03/05/2021,20,GIRONES,0,Home,1
03/05/2021,21,MARESME,1,Dona,3
03/05/2021,21,MARESME,0,Home,1
03/05/2021,23,NOGUERA,0,Home,1
03/05/2021,24,OSONA,0,Home,1
03/05/2021,35,SOLSONES,1,Dona,1
02/05/2021,02,ALT EMPORDA,1,Dona,2
02/05/2021,03,ALT PENEDES,0,Home,1
02/05/2021,06,ANOIA,1,Dona,1
02/05/2021,07,BAGES,1,Dona,1
02/05/2021,10,BAIX EMPORDA,0,Home,1
02/05/2021,13,BARCELONES,0,Home,2
02/05/2021,13,BARCELONES,1,Dona,2
02/05/2021,20,GIRONES,1,Dona,1
02/05/2021,33,SEGRIA,1,Dona,1
02/05/2021,36,TARRAGONES,1,Dona,1
01/05/2021,06,ANOIA,0,Home,1
01/05/2021,13,BARCELONES,0,Home,1
01/05/2021,13,BARCELONES,1,Dona,2
01/05/2021,14,BERGUEDA,1,Dona,1
01/05/2021,19,GARROTXA,0,Home,1
01/05/2021,33,SEGRIA,0,Home,1
01/05/2021,36,TARRAGONES,0,Home,1
01/05/2021,40,VALLES OCCIDENTAL,0,Home,1
30/04/2021,07,BAGES,0,Home,2
30/04/2021,08,BAIX CAMP,0,Home,1
30/04/2021,11,BAIX LLOBREGAT,0,Home,2
30/04/2021,13,BARCELONES,0,Home,5
30/04/2021,20,GIRONES,0,Home,1
30/04/2021,23,NOGUERA,0,Home,1
30/04/2021,38,URGELL,0,Home,1
30/04/2021,40,VALLES OCCIDENTAL,1,Dona,1
30/04/2021,40,VALLES OCCIDENTAL,0,Home,2
29/04/2021,06,ANOIA,0,Home,1
29/04/2021,07,BAGES,0,Home,1
29/04/2021,07,BAGES,1,Dona,1
29/04/2021,09,BAIX EBRE,0,Home,1
29/04/2021,10,BAIX EMPORDA,0,Home,1
29/04/2021,13,BARCELONES,1,Dona,2
29/04/2021,13,BARCELONES,0,Home,1
29/04/2021,20,GIRONES,0,Home,1
29/04/2021,33,SEGRIA,0,Home,1
29/04/2021,38,URGELL,0,Home,1
29/04/2021,40,VALLES OCCIDENTAL,0,Home,2
29/04/2021,40,VALLES OCCIDENTAL,1,Dona,2
29/04/2021,41,VALLES ORIENTAL,1,Dona,1
28/04/2021,03,ALT PENEDES,0,Home,1
28/04/2021,04,ALT URGELL,0,Home,1
28/04/2021,11,BAIX LLOBREGAT,1,Dona,2
28/04/2021,13,BARCELONES,0,Home,2
28/04/2021,13,BARCELONES,1,Dona,2
28/04/2021,19,GARROTXA,1,Dona,1
28/04/2021,21,MARESME,0,Home,1
28/04/2021,23,NOGUERA,0,Home,1
28/04/2021,33,SEGRIA,1,Dona,1
28/04/2021,33,SEGRIA,0,Home,1
28/04/2021,40,VALLES OCCIDENTAL,0,Home,2
27/04/2021,07,BAGES,1,Dona,1
27/04/2021,11,BAIX LLOBREGAT,0,Home,2
27/04/2021,13,BARCELONES,0,Home,4
27/04/2021,20,GIRONES,0,Home,1
27/04/2021,28,PLA DE L'ESTANY,0,Home,1
27/04/2021,27,PLA D'URGELL,0,Home,1
27/04/2021,33,SEGRIA,0,Home,1
27/04/2021,34,SELVA,0,Home,1
27/04/2021,36,TARRAGONES,0,Home,1
27/04/2021,37,TERRA ALTA,0,Home,1
27/04/2021,40,VALLES OCCIDENTAL,0,Home,1
27/04/2021,40,VALLES OCCIDENTAL,1,Dona,1
27/04/2021,41,VALLES ORIENTAL,0,Home,2
26/04/2021,06,ANOIA,1,Dona,1
26/04/2021,06,ANOIA,0,Home,1
26/04/2021,10,BAIX EMPORDA,0,Home,1
26/04/2021,11,BAIX LLOBREGAT,1,Dona,1
26/04/2021,13,BARCELONES,0,Home,1
26/04/2021,13,BARCELONES,1,Dona,1
26/04/2021,21,MARESME,0,Home,1
26/04/2021,24,OSONA,0,Home,1
26/04/2021,33,SEGRIA,1,Dona,1
26/04/2021,40,VALLES OCCIDENTAL,0,Home,1
25/04/2021,02,ALT EMPORDA,1,Dona,1
25/04/2021,06,ANOIA,1,Dona,1
25/04/2021,07,BAGES,0,Home,2
25/04/2021,13,BARCELONES,1,Dona,1
25/04/2021,13,BARCELONES,0,Home,1
25/04/2021,16,CONCA DE BARBERA,1,Dona,1
25/04/2021,24,OSONA,0,Home,1
25/04/2021,34,SELVA,0,Home,2
25/04/2021,40,VALLES OCCIDENTAL,1,Dona,2
25/04/2021,41,VALLES ORIENTAL,1,Dona,2
24/04/2021,02,ALT EMPORDA,1,Dona,1
24/04/2021,08,BAIX CAMP,1,Dona,1
24/04/2021,10,BAIX EMPORDA,0,Home,1
24/04/2021,10,BAIX EMPORDA,1,Dona,1
24/04/2021,11,BAIX LLOBREGAT,1,Dona,1
24/04/2021,13,BARCELONES,1,Dona,3
24/04/2021,13,BARCELONES,0,Home,1
24/04/2021,24,OSONA,0,Home,1
24/04/2021,34,SELVA,0,Home,2
24/04/2021,40,VALLES OCCIDENTAL,1,Dona,1
24/04/2021,40,VALLES OCCIDENTAL,0,Home,2
24/04/2021,41,VALLES ORIENTAL,1,Dona,1
23/04/2021,02,ALT EMPORDA,0,Home,1
23/04/2021,13,BARCELONES,1,Dona,4
23/04/2021,13,BARCELONES,0,Home,3
23/04/2021,21,MARESME,0,Home,2
23/04/2021,24,OSONA,0,Home,1
23/04/2021,40,VALLES OCCIDENTAL,0,Home,1
22/04/2021,06,ANOIA,1,Dona,1
22/04/2021,07,BAGES,0,Home,1
22/04/2021,07,BAGES,1,Dona,1
22/04/2021,13,BARCELONES,0,Home,3
22/04/2021,19,GARROTXA,1,Dona,1
22/04/2021,19,GARROTXA,0,Home,1
22/04/2021,21,MARESME,0,Home,1
22/04/2021,21,MARESME,1,Dona,1
22/04/2021,40,VALLES OCCIDENTAL,1,Dona,1
22/04/2021,41,VALLES ORIENTAL,0,Home,1
22/04/2021,41,VALLES ORIENTAL,1,Dona,1
21/04/2021,02,ALT EMPORDA,0,Home,1
21/04/2021,03,ALT PENEDES,0,Home,1
21/04/2021,08,BAIX CAMP,0,Home,1
21/04/2021,11,BAIX LLOBREGAT,0,Home,1
21/04/2021,13,BARCELONES,1,Dona,3
21/04/2021,13,BARCELONES,0,Home,3
21/04/2021,00,No classificat,,No classifcat,1
21/04/2021,33,SEGRIA,0,Home,1
21/04/2021,40,VALLES OCCIDENTAL,1,Dona,3
21/04/2021,40,VALLES OCCIDENTAL,0,Home,1
20/04/2021,07,BAGES,1,Dona,1
20/04/2021,11,BAIX LLOBREGAT,1,Dona,2
20/04/2021,13,BARCELONES,0,Home,1
20/04/2021,13,BARCELONES,1,Dona,5
20/04/2021,20,GIRONES,0,Home,1
20/04/2021,21,MARESME,0,Home,2
20/04/2021,34,SELVA,0,Home,1
20/04/2021,40,VALLES OCCIDENTAL,0,Home,3
20/04/2021,41,VALLES ORIENTAL,0,Home,1
19/04/2021,02,ALT EMPORDA,1,Dona,1
19/04/2021,03,ALT PENEDES,0,Home,2
19/04/2021,06,ANOIA,0,Home,1
19/04/2021,11,BAIX LLOBREGAT,0,Home,1
19/04/2021,13,BARCELONES,1,Dona,2
19/04/2021,13,BARCELONES,0,Home,3
19/04/2021,15,CERDANYA,0,Home,1
19/04/2021,21,MARESME,1,Dona,1
19/04/2021,31,RIPOLLES,1,Dona,1
19/04/2021,34,SELVA,1,Dona,1
19/04/2021,40,VALLES OCCIDENTAL,0,Home,2
18/04/2021,11,BAIX LLOBREGAT,0,Home,2
18/04/2021,13,BARCELONES,1,Dona,2
18/04/2021,13,BARCELONES,0,Home,2
18/04/2021,18,GARRIGUES,0,Home,1
18/04/2021,20,GIRONES,1,Dona,1
18/04/2021,21,MARESME,0,Home,1
18/04/2021,40,VALLES OCCIDENTAL,0,Home,1
17/04/2021,03,ALT PENEDES,1,Dona,1
17/04/2021,11,BAIX LLOBREGAT,0,Home,2
17/04/2021,13,BARCELONES,1,Dona,3
17/04/2021,13,BARCELONES,0,Home,4
17/04/2021,15,CERDANYA,1,Dona,1
17/04/2021,21,MARESME,0,Home,1
17/04/2021,24,OSONA,0,Home,1
17/04/2021,28,PLA DE L'ESTANY,0,Home,1
17/04/2021,32,SEGARRA,1,Dona,1
17/04/2021,36,TARRAGONES,0,Home,1
17/04/2021,40,VALLES OCCIDENTAL,1,Dona,2
17/04/2021,40,VALLES OCCIDENTAL,0,Home,1
16/04/2021,03,ALT PENEDES,1,Dona,1
16/04/2021,04,ALT URGELL,1,Dona,1
16/04/2021,11,BAIX LLOBREGAT,1,Dona,1
16/04/2021,11,BAIX LLOBREGAT,0,Home,3
16/04/2021,13,BARCELONES,1,Dona,3
16/04/2021,13,BARCELONES,0,Home,1
16/04/2021,16,CONCA DE BARBERA,0,Home,1
16/04/2021,21,MARESME,0,Home,1
16/04/2021,21,MARESME,1,Dona,1
16/04/2021,00,No classificat,,No classifcat,1
16/04/2021,28,PLA DE L'ESTANY,1,Dona,1
16/04/2021,40,VALLES OCCIDENTAL,0,Home,2
16/04/2021,40,VALLES OCCIDENTAL,1,Dona,2
15/04/2021,07,BAGES,0,Home,1
15/04/2021,07,BAGES,1,Dona,1
15/04/2021,11,BAIX LLOBREGAT,0,Home,2
15/04/2021,13,BARCELONES,0,Home,5
15/04/2021,13,BARCELONES,1,Dona,3
15/04/2021,27,PLA D'URGELL,1,Dona,1
15/04/2021,40,VALLES OCCIDENTAL,1,Dona,1
15/04/2021,40,VALLES OCCIDENTAL,0,Home,4
15/04/2021,41,VALLES ORIENTAL,0,Home,1
14/04/2021,03,ALT PENEDES,0,Home,1
14/04/2021,07,BAGES,1,Dona,2
14/04/2021,08,BAIX CAMP,0,Home,1
14/04/2021,11,BAIX LLOBREGAT,1,Dona,2
14/04/2021,13,BARCELONES,1,Dona,1
14/04/2021,13,BARCELONES,0,Home,5
14/04/2021,14,BERGUEDA,0,Home,1
14/04/2021,19,GARROTXA,0,Home,1
14/04/2021,21,MARESME,1,Dona,2
14/04/2021,34,SELVA,0,Home,1
14/04/2021,36,TARRAGONES,1,Dona,1
14/04/2021,40,VALLES OCCIDENTAL,1,Dona,1
14/04/2021,40,VALLES OCCIDENTAL,0,Home,4
13/04/2021,03,ALT PENEDES,1,Dona,1
13/04/2021,10,BAIX EMPORDA,0,Home,1
13/04/2021,11,BAIX LLOBREGAT,1,Dona,1
13/04/2021,13,BARCELONES,0,Home,3
13/04/2021,13,BARCELONES,1,Dona,2
13/04/2021,17,GARRAF,0,Home,1
13/04/2021,20,GIRONES,0,Home,1
13/04/2021,21,MARESME,1,Dona,1
13/04/2021,23,NOGUERA,0,Home,1
13/04/2021,24,OSONA,0,Home,1
13/04/2021,24,OSONA,1,Dona,2
13/04/2021,33,SEGRIA,0,Home,1
13/04/2021,38,URGELL,1,Dona,1
13/04/2021,40,VALLES OCCIDENTAL,1,Dona,1
13/04/2021,40,VALLES OCCIDENTAL,0,Home,1
12/04/2021,03,ALT PENEDES,1,Dona,1
12/04/2021,06,ANOIA,0,Home,1
12/04/2021,11,BAIX LLOBREGAT,0,Home,4
12/04/2021,12,BAIX PENEDES,1,Dona,1
12/04/2021,13,BARCELONES,0,Home,5
12/04/2021,13,BARCELONES,1,Dona,2
12/04/2021,21,MARESME,0,Home,2
12/04/2021,24,OSONA,0,Home,1
12/04/2021,24,OSONA,1,Dona,1
12/04/2021,33,SEGRIA,0,Home,1
12/04/2021,34,SELVA,0,Home,1
12/04/2021,40,VALLES OCCIDENTAL,0,Home,1
12/04/2021,41,VALLES ORIENTAL,1,Dona,1
11/04/2021,11,BAIX LLOBREGAT,1,Dona,2
11/04/2021,24,OSONA,1,Dona,1
11/04/2021,24,OSONA,0,Home,1
11/04/2021,33,SEGRIA,1,Dona,1
11/04/2021,40,VALLES OCCIDENTAL,1,Dona,3
11/04/2021,40,VALLES OCCIDENTAL,0,Home,1
10/04/2021,03,ALT PENEDES,0,Home,1
10/04/2021,07,BAGES,1,Dona,1
10/04/2021,11,BAIX LLOBREGAT,0,Home,3
10/04/2021,13,BARCELONES,1,Dona,2
10/04/2021,13,BARCELONES,0,Home,2
10/04/2021,21,MARESME,0,Home,1
10/04/2021,23,NOGUERA,0,Home,1
10/04/2021,24,OSONA,0,Home,1
10/04/2021,24,OSONA,1,Dona,2
10/04/2021,40,VALLES OCCIDENTAL,0,Home,2
10/04/2021,40,VALLES OCCIDENTAL,1,Dona,2
10/04/2021,41,VALLES ORIENTAL,0,Home,1
09/04/2021,02,ALT EMPORDA,1,Dona,1
09/04/2021,03,ALT PENEDES,1,Dona,1
09/04/2021,06,ANOIA,1,Dona,1
09/04/2021,07,BAGES,0,Home,2
09/04/2021,11,BAIX LLOBREGAT,1,Dona,2
09/04/2021,12,BAIX PENEDES,0,Home,1
09/04/2021,13,BARCELONES,0,Home,2
09/04/2021,13,BARCELONES,1,Dona,6
09/04/2021,19,GARROTXA,0,Home,1
09/04/2021,21,MARESME,1,Dona,1
09/04/2021,00,No classificat,,No classifcat,1
09/04/2021,24,OSONA,1,Dona,1
09/04/2021,24,OSONA,0,Home,1
09/04/2021,30,RIBERA D'EBRE,1,Dona,1
09/04/2021,33,SEGRIA,0,Home,1
09/04/2021,34,SELVA,0,Home,1
09/04/2021,40,VALLES OCCIDENTAL,1,Dona,2
09/04/2021,40,VALLES OCCIDENTAL,0,Home,1
09/04/2021,41,VALLES ORIENTAL,1,Dona,1
08/04/2021,02,ALT EMPORDA,0,Home,1
08/04/2021,06,ANOIA,0,Home,1
08/04/2021,07,BAGES,0,Home,1
08/04/2021,07,BAGES,1,Dona,1
08/04/2021,09,BAIX EBRE,0,Home,1
08/04/2021,10,BAIX EMPORDA,1,Dona,1
08/04/2021,11,BAIX LLOBREGAT,1,Dona,2
08/04/2021,11,BAIX LLOBREGAT,0,Home,3
08/04/2021,13,BARCELONES,1,Dona,3
08/04/2021,13,BARCELONES,0,Home,2
08/04/2021,24,OSONA,1,Dona,1
08/04/2021,38,URGELL,0,Home,1
08/04/2021,40,VALLES OCCIDENTAL,1,Dona,2
08/04/2021,40,VALLES OCCIDENTAL,0,Home,2
08/04/2021,41,VALLES ORIENTAL,0,Home,2
07/04/2021,07,BAGES,1,Dona,1
07/04/2021,10,BAIX EMPORDA,1,Dona,1
07/04/2021,11,BAIX LLOBREGAT,0,Home,1
07/04/2021,11,BAIX LLOBREGAT,1,Dona,4
07/04/2021,13,BARCELONES,0,Home,4
07/04/2021,13,BARCELONES,1,Dona,6
07/04/2021,19,GARROTXA,1,Dona,1
07/04/2021,19,GARROTXA,0,Home,1
07/04/2021,20,GIRONES,1,Dona,1
07/04/2021,20,GIRONES,0,Home,1
07/04/2021,21,MARESME,0,Home,1
07/04/2021,27,PLA D'URGELL,0,Home,1
07/04/2021,33,SEGRIA,1,Dona,1
07/04/2021,40,VALLES OCCIDENTAL,0,Home,1
07/04/2021,41,VALLES ORIENTAL,1,Dona,1
06/04/2021,02,ALT EMPORDA,0,Home,1
06/04/2021,03,ALT PENEDES,0,Home,1
06/04/2021,08,BAIX CAMP,0,Home,1
06/04/2021,10,BAIX EMPORDA,0,Home,1
06/04/2021,11,BAIX LLOBREGAT,0,Home,1
06/04/2021,13,BARCELONES,0,Home,6
06/04/2021,13,BARCELONES,1,Dona,1
06/04/2021,42,MOIANÈS,0,Home,1
06/04/2021,00,No classificat,,No classifcat,1
06/04/2021,24,OSONA,1,Dona,1
06/04/2021,33,SEGRIA,0,Home,1
06/04/2021,40,VALLES OCCIDENTAL,1,Dona,2
06/04/2021,40,VALLES OCCIDENTAL,0,Home,4
06/04/2021,41,VALLES ORIENTAL,0,Home,2
05/04/2021,05,ALTA RIBAGORÇA,1,Dona,1
05/04/2021,11,BAIX LLOBREGAT,1,Dona,1
05/04/2021,13,BARCELONES,0,Home,4
05/04/2021,13,BARCELONES,1,Dona,1
05/04/2021,20,GIRONES,0,Home,1
05/04/2021,23,NOGUERA,0,Home,1
05/04/2021,24,OSONA,1,Dona,1
05/04/2021,24,OSONA,0,Home,2
05/04/2021,33,SEGRIA,1,Dona,1
05/04/2021,40,VALLES OCCIDENTAL,1,Dona,2
05/04/2021,40,VALLES OCCIDENTAL,0,Home,2
04/04/2021,02,ALT EMPORDA,1,Dona,1
04/04/2021,10,BAIX EMPORDA,0,Home,1
04/04/2021,13,BARCELONES,0,Home,3
04/04/2021,13,BARCELONES,1,Dona,2
04/04/2021,19,GARROTXA,1,Dona,1
04/04/2021,33,SEGRIA,0,Home,3
04/04/2021,40,VALLES OCCIDENTAL,0,Home,2
03/04/2021,03,ALT PENEDES,0,Home,1
03/04/2021,11,BAIX LLOBREGAT,1,Dona,1
03/04/2021,13,BARCELONES,0,Home,4
03/04/2021,13,BARCELONES,1,Dona,2
03/04/2021,24,OSONA,0,Home,1
03/04/2021,24,OSONA,1,Dona,2
03/04/2021,34,SELVA,1,Dona,1
03/04/2021,40,VALLES OCCIDENTAL,1,Dona,2
02/04/2021,02,ALT EMPORDA,1,Dona,1
02/04/2021,06,ANOIA,1,Dona,1
02/04/2021,07,BAGES,1,Dona,1
02/04/2021,11,BAIX LLOBREGAT,1,Dona,2
02/04/2021,11,BAIX LLOBREGAT,0,Home,3
02/04/2021,13,BARCELONES,0,Home,7
02/04/2021,13,BARCELONES,1,Dona,3
02/04/2021,24,OSONA,1,Dona,3
02/04/2021,30,RIBERA D'EBRE,0,Home,1
02/04/2021,34,SELVA,0,Home,2
02/04/2021,40,VALLES OCCIDENTAL,0,Home,1
02/04/2021,41,VALLES ORIENTAL,0,Home,1
01/04/2021,01,ALT CAMP,0,Home,1
01/04/2021,02,ALT EMPORDA,0,Home,1
01/04/2021,06,ANOIA,0,Home,1
01/04/2021,13,BARCELONES,0,Home,3
01/04/2021,13,BARCELONES,1,Dona,6
01/04/2021,21,MARESME,0,Home,1
01/04/2021,32,SEGARRA,0,Home,1
01/04/2021,33,SEGRIA,0,Home,1
01/04/2021,33,SEGRIA,1,Dona,1
01/04/2021,40,VALLES OCCIDENTAL,1,Dona,2
01/04/2021,40,VALLES OCCIDENTAL,0,Home,1
01/04/2021,41,VALLES ORIENTAL,0,Home,1
31/03/2021,07,BAGES,0,Home,2
31/03/2021,09,BAIX EBRE,1,Dona,1
31/03/2021,10,BAIX EMPORDA,1,Dona,1
31/03/2021,11,BAIX LLOBREGAT,0,Home,1
31/03/2021,11,BAIX LLOBREGAT,1,Dona,1
31/03/2021,13,BARCELONES,1,Dona,4
31/03/2021,13,BARCELONES,0,Home,4
31/03/2021,19,GARROTXA,0,Home,1
31/03/2021,20,GIRONES,0,Home,1
31/03/2021,24,OSONA,0,Home,1
31/03/2021,33,SEGRIA,0,Home,1
31/03/2021,34,SELVA,1,Dona,1
31/03/2021,36,TARRAGONES,1,Dona,1
31/03/2021,41,VALLES ORIENTAL,1,Dona,1
30/03/2021,03,ALT PENEDES,1,Dona,1
30/03/2021,06,ANOIA,0,Home,1
30/03/2021,11,BAIX LLOBREGAT,0,Home,1
30/03/2021,13,BARCELONES,1,Dona,2
30/03/2021,13,BARCELONES,0,Home,3
30/03/2021,16,CONCA DE BARBERA,0,Home,1
30/03/2021,18,GARRIGUES,1,Dona,1
30/03/2021,24,OSONA,0,Home,2
30/03/2021,33,SEGRIA,0,Home,1
30/03/2021,38,URGELL,0,Home,1
30/03/2021,40,VALLES OCCIDENTAL,0,Home,1
30/03/2021,41,VALLES ORIENTAL,0,Home,2
29/03/2021,02,ALT EMPORDA,0,Home,1
29/03/2021,04,ALT URGELL,0,Home,1
29/03/2021,10,BAIX EMPORDA,0,Home,1
29/03/2021,11,BAIX LLOBREGAT,1,Dona,1
29/03/2021,13,BARCELONES,1,Dona,3
29/03/2021,13,BARCELONES,0,Home,2
29/03/2021,19,GARROTXA,0,Home,1
29/03/2021,21,MARESME,1,Dona,1
29/03/2021,21,MARESME,0,Home,2
29/03/2021,24,OSONA,0,Home,2
29/03/2021,27,PLA D'URGELL,0,Home,1
29/03/2021,33,SEGRIA,0,Home,2
29/03/2021,40,VALLES OCCIDENTAL,1,Dona,2
29/03/2021,40,VALLES OCCIDENTAL,0,Home,1
29/03/2021,41,VALLES ORIENTAL,1,Dona,2
29/03/2021,41,VALLES ORIENTAL,0,Home,1
28/03/2021,07,BAGES,0,Home,1
28/03/2021,08,BAIX CAMP,0,Home,1
28/03/2021,13,BARCELONES,0,Home,5
28/03/2021,13,BARCELONES,1,Dona,4
28/03/2021,19,GARROTXA,1,Dona,1
28/03/2021,27,PLA D'URGELL,0,Home,1
28/03/2021,27,PLA D'URGELL,1,Dona,1
28/03/2021,40,VALLES OCCIDENTAL,1,Dona,1
28/03/2021,40,VALLES OCCIDENTAL,0,Home,1
28/03/2021,41,VALLES ORIENTAL,0,Home,1
27/03/2021,03,ALT PENEDES,0,Home,1
27/03/2021,11,BAIX LLOBREGAT,1,Dona,1
27/03/2021,13,BARCELONES,1,Dona,2
27/03/2021,13,BARCELONES,0,Home,1
27/03/2021,18,GARRIGUES,0,Home,1
27/03/2021,21,MARESME,1,Dona,1
27/03/2021,40,VALLES OCCIDENTAL,1,Dona,1
27/03/2021,40,VALLES OCCIDENTAL,0,Home,1
26/03/2021,03,ALT PENEDES,1,Dona,1
26/03/2021,08,BAIX CAMP,0,Home,1
26/03/2021,10,BAIX EMPORDA,1,Dona,1
26/03/2021,11,BAIX LLOBREGAT,0,Home,1
26/03/2021,11,BAIX LLOBREGAT,1,Dona,1
26/03/2021,13,BARCELONES,1,Dona,4
26/03/2021,13,BARCELONES,0,Home,2
26/03/2021,16,CONCA DE BARBERA,1,Dona,1
26/03/2021,20,GIRONES,0,Home,1
26/03/2021,24,OSONA,0,Home,2
26/03/2021,33,SEGRIA,0,Home,1
26/03/2021,40,VALLES OCCIDENTAL,0,Home,1
25/03/2021,06,ANOIA,0,Home,1
25/03/2021,11,BAIX LLOBREGAT,1,Dona,1
25/03/2021,13,BARCELONES,1,Dona,2
25/03/2021,13,BARCELONES,0,Home,2
25/03/2021,19,GARROTXA,0,Home,1
25/03/2021,33,SEGRIA,1,Dona,1
25/03/2021,41,VALLES ORIENTAL,0,Home,1
24/03/2021,06,ANOIA,0,Home,1
24/03/2021,11,BAIX LLOBREGAT,0,Home,1
24/03/2021,13,BARCELONES,0,Home,1
24/03/2021,13,BARCELONES,1,Dona,4
24/03/2021,20,GIRONES,0,Home,1
24/03/2021,00,No classificat,,No classifcat,1
