Data defunció,Codi Comarca,Comarca,Codi Sexe,Sexe,Nombre defuncions
12/11/2020,14,BERGUEDA,1,Dona,1
12/11/2020,14,BERGUEDA,0,Home,1
12/11/2020,16,CONCA DE BARBERA,0,Home,1
12/11/2020,18,GARRIGUES,0,Home,1
12/11/2020,20,GIRONES,0,Home,2
12/11/2020,21,MARESME,1,Dona,2
12/11/2020,21,MARESME,0,Home,3
12/11/2020,24,OSONA,1,Dona,4
12/11/2020,24,OSONA,0,Home,1
12/11/2020,28,PLA DE L'ESTANY,0,Home,1
12/11/2020,28,PLA DE L'ESTANY,1,Dona,1
12/11/2020,27,PLA D'URGELL,0,Home,1
12/11/2020,32,SEGARRA,1,Dona,1
12/11/2020,33,SEGRIA,0,Home,2
12/11/2020,33,SEGRIA,1,Dona,3
12/11/2020,34,SELVA,0,Home,1
12/11/2020,34,SELVA,1,Dona,1
12/11/2020,36,TARRAGONES,1,Dona,1
12/11/2020,36,TARRAGONES,0,Home,2
12/11/2020,37,TERRA ALTA,0,Home,1
12/11/2020,40,VALLES OCCIDENTAL,0,Home,1
12/11/2020,40,VALLES OCCIDENTAL,1,Dona,5
12/11/2020,41,VALLES ORIENTAL,1,Dona,3
12/11/2020,41,VALLES ORIENTAL,0,Home,1
11/11/2020,02,ALT EMPORDA,1,Dona,2
11/11/2020,06,ANOIA,1,Dona,1
11/11/2020,07,BAGES,1,Dona,2
11/11/2020,07,BAGES,0,Home,2
11/11/2020,09,BAIX EBRE,1,Dona,1
11/11/2020,10,BAIX EMPORDA,1,Dona,1
11/11/2020,11,BAIX LLOBREGAT,0,Home,2
11/11/2020,11,BAIX LLOBREGAT,1,Dona,2
11/11/2020,13,BARCELONES,1,Dona,11
11/11/2020,13,BARCELONES,0,Home,15
11/11/2020,14,BERGUEDA,1,Dona,1
11/11/2020,20,GIRONES,0,Home,1
11/11/2020,21,MARESME,0,Home,2
11/11/2020,21,MARESME,1,Dona,2
11/11/2020,24,OSONA,0,Home,5
11/11/2020,24,OSONA,1,Dona,1
11/11/2020,36,TARRAGONES,0,Home,2
11/11/2020,40,VALLES OCCIDENTAL,0,Home,3
11/11/2020,40,VALLES OCCIDENTAL,1,Dona,7
11/11/2020,41,VALLES ORIENTAL,1,Dona,4
10/11/2020,02,ALT EMPORDA,0,Home,1
10/11/2020,02,ALT EMPORDA,1,Dona,1
10/11/2020,08,BAIX CAMP,0,Home,2
10/11/2020,10,BAIX EMPORDA,0,Home,1
10/11/2020,10,BAIX EMPORDA,1,Dona,1
10/11/2020,11,BAIX LLOBREGAT,0,Home,2
10/11/2020,11,BAIX LLOBREGAT,1,Dona,6
10/11/2020,13,BARCELONES,0,Home,7
10/11/2020,13,BARCELONES,1,Dona,13
10/11/2020,14,BERGUEDA,0,Home,2
10/11/2020,20,GIRONES,1,Dona,1
10/11/2020,20,GIRONES,0,Home,1
10/11/2020,21,MARESME,0,Home,5
10/11/2020,21,MARESME,1,Dona,5
10/11/2020,24,OSONA,1,Dona,2
10/11/2020,28,PLA DE L'ESTANY,0,Home,1
10/11/2020,30,RIBERA D'EBRE,0,Home,1
10/11/2020,33,SEGRIA,1,Dona,1
10/11/2020,33,SEGRIA,0,Home,2
10/11/2020,34,SELVA,0,Home,1
10/11/2020,36,TARRAGONES,0,Home,2
10/11/2020,37,TERRA ALTA,0,Home,1
10/11/2020,40,VALLES OCCIDENTAL,1,Dona,3
10/11/2020,40,VALLES OCCIDENTAL,0,Home,3
10/11/2020,41,VALLES ORIENTAL,1,Dona,2
10/11/2020,41,VALLES ORIENTAL,0,Home,1
09/11/2020,02,ALT EMPORDA,1,Dona,1
09/11/2020,02,ALT EMPORDA,0,Home,1
09/11/2020,07,BAGES,1,Dona,2
09/11/2020,07,BAGES,0,Home,1
09/11/2020,08,BAIX CAMP,0,Home,2
09/11/2020,08,BAIX CAMP,1,Dona,1
09/11/2020,09,BAIX EBRE,1,Dona,1
09/11/2020,11,BAIX LLOBREGAT,1,Dona,6
09/11/2020,11,BAIX LLOBREGAT,0,Home,3
09/11/2020,13,BARCELONES,0,Home,13
09/11/2020,13,BARCELONES,1,Dona,9
09/11/2020,14,BERGUEDA,0,Home,1
09/11/2020,14,BERGUEDA,1,Dona,1
09/11/2020,15,CERDANYA,1,Dona,1
09/11/2020,20,GIRONES,1,Dona,1
09/11/2020,21,MARESME,0,Home,3
09/11/2020,21,MARESME,1,Dona,3
09/11/2020,24,OSONA,0,Home,2
09/11/2020,24,OSONA,1,Dona,1
09/11/2020,28,PLA DE L'ESTANY,1,Dona,1
09/11/2020,30,RIBERA D'EBRE,1,Dona,2
09/11/2020,33,SEGRIA,0,Home,1
09/11/2020,36,TARRAGONES,0,Home,1
09/11/2020,36,TARRAGONES,1,Dona,1
09/11/2020,40,VALLES OCCIDENTAL,0,Home,7
09/11/2020,40,VALLES OCCIDENTAL,1,Dona,5
09/11/2020,41,VALLES ORIENTAL,0,Home,2
09/11/2020,41,VALLES ORIENTAL,1,Dona,3
08/11/2020,03,ALT PENEDES,0,Home,1
08/11/2020,06,ANOIA,0,Home,1
08/11/2020,08,BAIX CAMP,0,Home,2
08/11/2020,08,BAIX CAMP,1,Dona,2
08/11/2020,10,BAIX EMPORDA,0,Home,1
08/11/2020,11,BAIX LLOBREGAT,0,Home,2
08/11/2020,11,BAIX LLOBREGAT,1,Dona,4
08/11/2020,13,BARCELONES,1,Dona,8
08/11/2020,13,BARCELONES,0,Home,8
08/11/2020,14,BERGUEDA,0,Home,2
08/11/2020,14,BERGUEDA,1,Dona,3
08/11/2020,17,GARRAF,0,Home,1
08/11/2020,19,GARROTXA,1,Dona,1
08/11/2020,20,GIRONES,1,Dona,2
08/11/2020,20,GIRONES,0,Home,2
08/11/2020,21,MARESME,1,Dona,5
08/11/2020,21,MARESME,0,Home,1
08/11/2020,22,MONTSIA,0,Home,1
08/11/2020,00,No classificat,,No classifcat,1
08/11/2020,28,PLA DE L'ESTANY,0,Home,1
08/11/2020,33,SEGRIA,1,Dona,2
08/11/2020,34,SELVA,0,Home,1
08/11/2020,36,TARRAGONES,0,Home,1
08/11/2020,40,VALLES OCCIDENTAL,1,Dona,4
08/11/2020,40,VALLES OCCIDENTAL,0,Home,6
08/11/2020,41,VALLES ORIENTAL,1,Dona,1
08/11/2020,41,VALLES ORIENTAL,0,Home,4
07/11/2020,10,BAIX EMPORDA,0,Home,1
07/11/2020,11,BAIX LLOBREGAT,0,Home,4
07/11/2020,11,BAIX LLOBREGAT,1,Dona,3
07/11/2020,13,BARCELONES,0,Home,13
07/11/2020,13,BARCELONES,1,Dona,14
07/11/2020,17,GARRAF,1,Dona,1
07/11/2020,19,GARROTXA,0,Home,1
07/11/2020,20,GIRONES,1,Dona,1
07/11/2020,21,MARESME,1,Dona,1
07/11/2020,21,MARESME,0,Home,3
07/11/2020,23,NOGUERA,0,Home,1
07/11/2020,24,OSONA,0,Home,1
07/11/2020,28,PLA DE L'ESTANY,0,Home,1
07/11/2020,29,PRIORAT,0,Home,1
07/11/2020,33,SEGRIA,0,Home,1
07/11/2020,34,SELVA,1,Dona,1
07/11/2020,36,TARRAGONES,0,Home,1
07/11/2020,37,TERRA ALTA,1,Dona,1
07/11/2020,38,URGELL,0,Home,1
07/11/2020,38,URGELL,1,Dona,1
07/11/2020,40,VALLES OCCIDENTAL,0,Home,4
07/11/2020,40,VALLES OCCIDENTAL,1,Dona,2
07/11/2020,41,VALLES ORIENTAL,1,Dona,1
07/11/2020,41,VALLES ORIENTAL,0,Home,2
06/11/2020,02,ALT EMPORDA,0,Home,1
06/11/2020,02,ALT EMPORDA,1,Dona,1
06/11/2020,03,ALT PENEDES,1,Dona,1
06/11/2020,06,ANOIA,0,Home,1
06/11/2020,07,BAGES,1,Dona,1
06/11/2020,08,BAIX CAMP,1,Dona,1
06/11/2020,08,BAIX CAMP,0,Home,1
06/11/2020,09,BAIX EBRE,1,Dona,1
06/11/2020,11,BAIX LLOBREGAT,1,Dona,2
06/11/2020,13,BARCELONES,0,Home,2
06/11/2020,13,BARCELONES,1,Dona,9
06/11/2020,14,BERGUEDA,0,Home,2
06/11/2020,14,BERGUEDA,1,Dona,1
06/11/2020,17,GARRAF,0,Home,2
06/11/2020,18,GARRIGUES,1,Dona,1
06/11/2020,19,GARROTXA,1,Dona,1
06/11/2020,20,GIRONES,1,Dona,3
06/11/2020,20,GIRONES,0,Home,1
06/11/2020,21,MARESME,0,Home,1
06/11/2020,21,MARESME,1,Dona,2
06/11/2020,22,MONTSIA,0,Home,1
06/11/2020,23,NOGUERA,0,Home,1
06/11/2020,24,OSONA,0,Home,1
06/11/2020,28,PLA DE L'ESTANY,1,Dona,1
06/11/2020,28,PLA DE L'ESTANY,0,Home,1
06/11/2020,33,SEGRIA,0,Home,2
06/11/2020,33,SEGRIA,1,Dona,1
06/11/2020,34,SELVA,1,Dona,1
06/11/2020,35,SOLSONES,0,Home,1
06/11/2020,36,TARRAGONES,1,Dona,1
06/11/2020,36,TARRAGONES,0,Home,1
06/11/2020,37,TERRA ALTA,1,Dona,1
06/11/2020,40,VALLES OCCIDENTAL,0,Home,3
06/11/2020,40,VALLES OCCIDENTAL,1,Dona,7
06/11/2020,41,VALLES ORIENTAL,0,Home,5
06/11/2020,41,VALLES ORIENTAL,1,Dona,3
05/11/2020,02,ALT EMPORDA,0,Home,1
05/11/2020,02,ALT EMPORDA,1,Dona,1
05/11/2020,06,ANOIA,0,Home,1
05/11/2020,08,BAIX CAMP,0,Home,3
05/11/2020,09,BAIX EBRE,1,Dona,1
05/11/2020,10,BAIX EMPORDA,1,Dona,2
05/11/2020,11,BAIX LLOBREGAT,1,Dona,1
05/11/2020,11,BAIX LLOBREGAT,0,Home,5
05/11/2020,12,BAIX PENEDES,0,Home,1
05/11/2020,13,BARCELONES,0,Home,18
05/11/2020,13,BARCELONES,1,Dona,12
05/11/2020,14,BERGUEDA,1,Dona,5
05/11/2020,16,CONCA DE BARBERA,0,Home,1
05/11/2020,17,GARRAF,0,Home,1
05/11/2020,17,GARRAF,1,Dona,1
05/11/2020,20,GIRONES,1,Dona,2
05/11/2020,20,GIRONES,0,Home,1
05/11/2020,21,MARESME,0,Home,4
05/11/2020,21,MARESME,1,Dona,2
05/11/2020,42,MOIANÈS,1,Dona,1
05/11/2020,24,OSONA,0,Home,2
05/11/2020,25,PALLARS JUSSA,1,Dona,1
05/11/2020,28,PLA DE L'ESTANY,0,Home,1
05/11/2020,32,SEGARRA,1,Dona,1
05/11/2020,34,SELVA,1,Dona,1
05/11/2020,36,TARRAGONES,0,Home,2
05/11/2020,36,TARRAGONES,1,Dona,3
05/11/2020,38,URGELL,0,Home,1
05/11/2020,40,VALLES OCCIDENTAL,1,Dona,4
05/11/2020,40,VALLES OCCIDENTAL,0,Home,5
05/11/2020,41,VALLES ORIENTAL,0,Home,2
05/11/2020,41,VALLES ORIENTAL,1,Dona,2
04/11/2020,02,ALT EMPORDA,0,Home,1
04/11/2020,02,ALT EMPORDA,1,Dona,4
04/11/2020,07,BAGES,1,Dona,1
04/11/2020,07,BAGES,0,Home,1
04/11/2020,08,BAIX CAMP,0,Home,1
04/11/2020,08,BAIX CAMP,1,Dona,1
04/11/2020,11,BAIX LLOBREGAT,1,Dona,2
04/11/2020,11,BAIX LLOBREGAT,0,Home,1
04/11/2020,12,BAIX PENEDES,1,Dona,1
04/11/2020,13,BARCELONES,0,Home,15
04/11/2020,13,BARCELONES,1,Dona,13
04/11/2020,19,GARROTXA,0,Home,1
04/11/2020,20,GIRONES,0,Home,1
04/11/2020,20,GIRONES,1,Dona,2
04/11/2020,21,MARESME,0,Home,5
04/11/2020,21,MARESME,1,Dona,4
04/11/2020,00,No classificat,,No classifcat,1
04/11/2020,23,NOGUERA,1,Dona,1
04/11/2020,24,OSONA,0,Home,1
04/11/2020,24,OSONA,1,Dona,3
04/11/2020,28,PLA DE L'ESTANY,0,Home,1
04/11/2020,34,SELVA,0,Home,2
04/11/2020,36,TARRAGONES,1,Dona,1
04/11/2020,40,VALLES OCCIDENTAL,0,Home,3
04/11/2020,40,VALLES OCCIDENTAL,1,Dona,6
04/11/2020,41,VALLES ORIENTAL,0,Home,2
04/11/2020,41,VALLES ORIENTAL,1,Dona,2
03/11/2020,02,ALT EMPORDA,0,Home,2
03/11/2020,02,ALT EMPORDA,1,Dona,1
03/11/2020,04,ALT URGELL,0,Home,1
03/11/2020,07,BAGES,0,Home,1
03/11/2020,07,BAGES,1,Dona,1
03/11/2020,08,BAIX CAMP,0,Home,1
03/11/2020,10,BAIX EMPORDA,1,Dona,1
03/11/2020,10,BAIX EMPORDA,0,Home,2
03/11/2020,11,BAIX LLOBREGAT,0,Home,5
03/11/2020,12,BAIX PENEDES,0,Home,1
03/11/2020,13,BARCELONES,0,Home,10
03/11/2020,13,BARCELONES,1,Dona,8
03/11/2020,14,BERGUEDA,1,Dona,2
03/11/2020,17,GARRAF,1,Dona,2
03/11/2020,19,GARROTXA,0,Home,1
03/11/2020,21,MARESME,1,Dona,6
03/11/2020,21,MARESME,0,Home,3
03/11/2020,22,MONTSIA,1,Dona,2
03/11/2020,24,OSONA,1,Dona,1
03/11/2020,24,OSONA,0,Home,4
03/11/2020,30,RIBERA D'EBRE,0,Home,1
03/11/2020,32,SEGARRA,0,Home,1
03/11/2020,33,SEGRIA,0,Home,1
03/11/2020,33,SEGRIA,1,Dona,1
03/11/2020,36,TARRAGONES,0,Home,2
03/11/2020,36,TARRAGONES,1,Dona,1
03/11/2020,40,VALLES OCCIDENTAL,0,Home,3
03/11/2020,40,VALLES OCCIDENTAL,1,Dona,6
03/11/2020,41,VALLES ORIENTAL,0,Home,1
03/11/2020,41,VALLES ORIENTAL,1,Dona,5
02/11/2020,03,ALT PENEDES,1,Dona,1
02/11/2020,06,ANOIA,1,Dona,1
02/11/2020,07,BAGES,1,Dona,1
02/11/2020,08,BAIX CAMP,0,Home,2
02/11/2020,09,BAIX EBRE,1,Dona,1
02/11/2020,10,BAIX EMPORDA,0,Home,1
02/11/2020,11,BAIX LLOBREGAT,0,Home,4
02/11/2020,11,BAIX LLOBREGAT,1,Dona,2
02/11/2020,12,BAIX PENEDES,1,Dona,1
02/11/2020,12,BAIX PENEDES,0,Home,1
02/11/2020,13,BARCELONES,1,Dona,10
02/11/2020,13,BARCELONES,0,Home,16
02/11/2020,14,BERGUEDA,1,Dona,1
02/11/2020,20,GIRONES,1,Dona,2
02/11/2020,21,MARESME,0,Home,2
02/11/2020,21,MARESME,1,Dona,4
02/11/2020,22,MONTSIA,0,Home,1
02/11/2020,24,OSONA,0,Home,1
02/11/2020,24,OSONA,1,Dona,2
02/11/2020,28,PLA DE L'ESTANY,1,Dona,1
02/11/2020,33,SEGRIA,0,Home,1
02/11/2020,34,SELVA,1,Dona,1
02/11/2020,38,URGELL,1,Dona,1
02/11/2020,40,VALLES OCCIDENTAL,1,Dona,6
02/11/2020,40,VALLES OCCIDENTAL,0,Home,1
02/11/2020,41,VALLES ORIENTAL,0,Home,4
02/11/2020,41,VALLES ORIENTAL,1,Dona,1
01/11/2020,02,ALT EMPORDA,0,Home,1
01/11/2020,07,BAGES,0,Home,2
01/11/2020,10,BAIX EMPORDA,1,Dona,1
01/11/2020,11,BAIX LLOBREGAT,0,Home,3
01/11/2020,11,BAIX LLOBREGAT,1,Dona,2
01/11/2020,13,BARCELONES,1,Dona,8
01/11/2020,13,BARCELONES,0,Home,6
01/11/2020,17,GARRAF,0,Home,1
01/11/2020,19,GARROTXA,0,Home,2
01/11/2020,20,GIRONES,0,Home,1
01/11/2020,21,MARESME,0,Home,2
01/11/2020,21,MARESME,1,Dona,2
01/11/2020,42,MOIANÈS,0,Home,1
01/11/2020,24,OSONA,0,Home,2
01/11/2020,24,OSONA,1,Dona,2
01/11/2020,28,PLA DE L'ESTANY,1,Dona,1
01/11/2020,29,PRIORAT,1,Dona,1
01/11/2020,31,RIPOLLES,1,Dona,1
01/11/2020,33,SEGRIA,1,Dona,1
01/11/2020,33,SEGRIA,0,Home,2
01/11/2020,36,TARRAGONES,1,Dona,1
01/11/2020,36,TARRAGONES,0,Home,1
01/11/2020,37,TERRA ALTA,1,Dona,1
01/11/2020,38,URGELL,1,Dona,1
01/11/2020,40,VALLES OCCIDENTAL,1,Dona,3
01/11/2020,40,VALLES OCCIDENTAL,0,Home,2
01/11/2020,41,VALLES ORIENTAL,1,Dona,2
01/11/2020,41,VALLES ORIENTAL,0,Home,1
31/10/2020,01,ALT CAMP,0,Home,1
31/10/2020,02,ALT EMPORDA,1,Dona,1
31/10/2020,06,ANOIA,0,Home,1
31/10/2020,07,BAGES,1,Dona,1
31/10/2020,08,BAIX CAMP,1,Dona,1
31/10/2020,10,BAIX EMPORDA,1,Dona,2
31/10/2020,11,BAIX LLOBREGAT,1,Dona,2
31/10/2020,11,BAIX LLOBREGAT,0,Home,6
31/10/2020,12,BAIX PENEDES,0,Home,2
31/10/2020,13,BARCELONES,0,Home,8
31/10/2020,13,BARCELONES,1,Dona,12
31/10/2020,14,BERGUEDA,1,Dona,1
31/10/2020,14,BERGUEDA,0,Home,2
31/10/2020,20,GIRONES,0,Home,1
31/10/2020,20,GIRONES,1,Dona,2
31/10/2020,21,MARESME,1,Dona,2
31/10/2020,21,MARESME,0,Home,2
31/10/2020,24,OSONA,1,Dona,1
31/10/2020,28,PLA DE L'ESTANY,0,Home,1
31/10/2020,29,PRIORAT,1,Dona,1
31/10/2020,31,RIPOLLES,0,Home,1
31/10/2020,33,SEGRIA,1,Dona,1
31/10/2020,34,SELVA,1,Dona,1
31/10/2020,36,TARRAGONES,0,Home,2
31/10/2020,38,URGELL,0,Home,1
31/10/2020,40,VALLES OCCIDENTAL,0,Home,2
31/10/2020,40,VALLES OCCIDENTAL,1,Dona,5
31/10/2020,41,VALLES ORIENTAL,0,Home,2
31/10/2020,41,VALLES ORIENTAL,1,Dona,3
30/10/2020,02,ALT EMPORDA,0,Home,1
30/10/2020,02,ALT EMPORDA,1,Dona,2
30/10/2020,04,ALT URGELL,0,Home,1
30/10/2020,04,ALT URGELL,1,Dona,1
30/10/2020,07,BAGES,0,Home,1
30/10/2020,08,BAIX CAMP,0,Home,1
30/10/2020,09,BAIX EBRE,0,Home,1
30/10/2020,11,BAIX LLOBREGAT,1,Dona,7
30/10/2020,11,BAIX LLOBREGAT,0,Home,1
30/10/2020,13,BARCELONES,0,Home,13
30/10/2020,13,BARCELONES,1,Dona,14
30/10/2020,14,BERGUEDA,0,Home,1
30/10/2020,14,BERGUEDA,1,Dona,1
30/10/2020,17,GARRAF,0,Home,1
30/10/2020,19,GARROTXA,1,Dona,1
30/10/2020,20,GIRONES,1,Dona,2
30/10/2020,20,GIRONES,0,Home,1
30/10/2020,21,MARESME,1,Dona,1
30/10/2020,21,MARESME,0,Home,2
30/10/2020,22,MONTSIA,0,Home,1
30/10/2020,22,MONTSIA,1,Dona,1
30/10/2020,24,OSONA,0,Home,1
30/10/2020,24,OSONA,1,Dona,2
30/10/2020,28,PLA DE L'ESTANY,0,Home,2
30/10/2020,29,PRIORAT,1,Dona,1
30/10/2020,33,SEGRIA,1,Dona,1
30/10/2020,34,SELVA,1,Dona,1
30/10/2020,36,TARRAGONES,0,Home,1
30/10/2020,40,VALLES OCCIDENTAL,1,Dona,9
30/10/2020,40,VALLES OCCIDENTAL,0,Home,1
30/10/2020,41,VALLES ORIENTAL,1,Dona,2
29/10/2020,02,ALT EMPORDA,0,Home,1
29/10/2020,02,ALT EMPORDA,1,Dona,1
29/10/2020,06,ANOIA,1,Dona,1
29/10/2020,07,BAGES,0,Home,1
29/10/2020,08,BAIX CAMP,1,Dona,2
29/10/2020,11,BAIX LLOBREGAT,0,Home,3
29/10/2020,11,BAIX LLOBREGAT,1,Dona,1
29/10/2020,13,BARCELONES,0,Home,16
29/10/2020,13,BARCELONES,1,Dona,8
29/10/2020,17,GARRAF,0,Home,1
29/10/2020,17,GARRAF,1,Dona,1
29/10/2020,21,MARESME,0,Home,1
29/10/2020,21,MARESME,1,Dona,3
29/10/2020,24,OSONA,0,Home,2
29/10/2020,24,OSONA,1,Dona,1
29/10/2020,34,SELVA,1,Dona,1
29/10/2020,36,TARRAGONES,1,Dona,1
29/10/2020,36,TARRAGONES,0,Home,1
29/10/2020,40,VALLES OCCIDENTAL,0,Home,1
28/10/2020,01,ALT CAMP,0,Home,1
28/10/2020,02,ALT EMPORDA,1,Dona,1
28/10/2020,08,BAIX CAMP,0,Home,1
28/10/2020,10,BAIX EMPORDA,0,Home,1
28/10/2020,12,BAIX PENEDES,0,Home,1
28/10/2020,12,BAIX PENEDES,1,Dona,1
28/10/2020,13,BARCELONES,0,Home,12
28/10/2020,13,BARCELONES,1,Dona,11
28/10/2020,14,BERGUEDA,1,Dona,3
28/10/2020,15,CERDANYA,1,Dona,1
28/10/2020,19,GARROTXA,0,Home,1
28/10/2020,20,GIRONES,1,Dona,1
28/10/2020,21,MARESME,0,Home,5
28/10/2020,21,MARESME,1,Dona,3
28/10/2020,28,PLA DE L'ESTANY,1,Dona,1
28/10/2020,34,SELVA,1,Dona,1
28/10/2020,36,TARRAGONES,1,Dona,2
28/10/2020,40,VALLES OCCIDENTAL,1,Dona,1
28/10/2020,40,VALLES OCCIDENTAL,0,Home,3
28/10/2020,41,VALLES ORIENTAL,1,Dona,2
28/10/2020,41,VALLES ORIENTAL,0,Home,1
27/10/2020,02,ALT EMPORDA,0,Home,1
27/10/2020,02,ALT EMPORDA,1,Dona,3
27/10/2020,06,ANOIA,1,Dona,1
27/10/2020,07,BAGES,0,Home,2
27/10/2020,08,BAIX CAMP,1,Dona,1
27/10/2020,08,BAIX CAMP,0,Home,1
27/10/2020,11,BAIX LLOBREGAT,0,Home,1
27/10/2020,11,BAIX LLOBREGAT,1,Dona,2
27/10/2020,13,BARCELONES,1,Dona,7
27/10/2020,13,BARCELONES,0,Home,9
27/10/2020,15,CERDANYA,0,Home,1
27/10/2020,19,GARROTXA,0,Home,1
27/10/2020,21,MARESME,0,Home,1
27/10/2020,22,MONTSIA,1,Dona,1
27/10/2020,23,NOGUERA,0,Home,1
27/10/2020,24,OSONA,1,Dona,1
27/10/2020,28,PLA DE L'ESTANY,0,Home,1
27/10/2020,33,SEGRIA,1,Dona,1
27/10/2020,36,TARRAGONES,0,Home,3
27/10/2020,40,VALLES OCCIDENTAL,0,Home,2
27/10/2020,40,VALLES OCCIDENTAL,1,Dona,3
27/10/2020,41,VALLES ORIENTAL,0,Home,1
26/10/2020,02,ALT EMPORDA,1,Dona,1
26/10/2020,02,ALT EMPORDA,0,Home,2
26/10/2020,07,BAGES,1,Dona,1
26/10/2020,07,BAGES,0,Home,1
26/10/2020,08,BAIX CAMP,0,Home,1
26/10/2020,08,BAIX CAMP,1,Dona,2
26/10/2020,11,BAIX LLOBREGAT,0,Home,3
26/10/2020,11,BAIX LLOBREGAT,1,Dona,1
26/10/2020,13,BARCELONES,1,Dona,15
26/10/2020,13,BARCELONES,0,Home,7
26/10/2020,17,GARRAF,0,Home,1
26/10/2020,19,GARROTXA,0,Home,1
26/10/2020,19,GARROTXA,1,Dona,1
26/10/2020,20,GIRONES,1,Dona,3
26/10/2020,20,GIRONES,0,Home,2
26/10/2020,21,MARESME,1,Dona,3
26/10/2020,21,MARESME,0,Home,1
26/10/2020,22,MONTSIA,1,Dona,1
26/10/2020,00,No classificat,,No classifcat,1
26/10/2020,24,OSONA,1,Dona,1
26/10/2020,26,PALLARS SOBIRA,1,Dona,1
26/10/2020,31,RIPOLLES,0,Home,1
26/10/2020,31,RIPOLLES,1,Dona,1
26/10/2020,33,SEGRIA,0,Home,1
26/10/2020,34,SELVA,0,Home,1
26/10/2020,40,VALLES OCCIDENTAL,1,Dona,1
26/10/2020,40,VALLES OCCIDENTAL,0,Home,3
26/10/2020,41,VALLES ORIENTAL,0,Home,2
25/10/2020,02,ALT EMPORDA,0,Home,1
25/10/2020,02,ALT EMPORDA,1,Dona,1
25/10/2020,06,ANOIA,0,Home,1
25/10/2020,07,BAGES,1,Dona,1
25/10/2020,08,BAIX CAMP,0,Home,1
25/10/2020,10,BAIX EMPORDA,0,Home,1
25/10/2020,11,BAIX LLOBREGAT,1,Dona,1
25/10/2020,13,BARCELONES,0,Home,6
25/10/2020,13,BARCELONES,1,Dona,5
25/10/2020,15,CERDANYA,0,Home,1
25/10/2020,17,GARRAF,0,Home,1
25/10/2020,21,MARESME,0,Home,2
25/10/2020,24,OSONA,0,Home,1
25/10/2020,34,SELVA,0,Home,1
25/10/2020,36,TARRAGONES,0,Home,1
25/10/2020,40,VALLES OCCIDENTAL,0,Home,2
25/10/2020,40,VALLES OCCIDENTAL,1,Dona,3
25/10/2020,41,VALLES ORIENTAL,0,Home,1
24/10/2020,02,ALT EMPORDA,1,Dona,1
24/10/2020,10,BAIX EMPORDA,1,Dona,1
24/10/2020,11,BAIX LLOBREGAT,0,Home,2
24/10/2020,11,BAIX LLOBREGAT,1,Dona,1
24/10/2020,12,BAIX PENEDES,1,Dona,1
24/10/2020,13,BARCELONES,0,Home,7
24/10/2020,13,BARCELONES,1,Dona,6
24/10/2020,17,GARRAF,0,Home,1
24/10/2020,17,GARRAF,1,Dona,1
24/10/2020,19,GARROTXA,0,Home,1
24/10/2020,20,GIRONES,1,Dona,1
24/10/2020,20,GIRONES,0,Home,1
24/10/2020,21,MARESME,1,Dona,1
24/10/2020,21,MARESME,0,Home,2
24/10/2020,33,SEGRIA,1,Dona,2
24/10/2020,35,SOLSONES,1,Dona,1
24/10/2020,36,TARRAGONES,0,Home,1
24/10/2020,40,VALLES OCCIDENTAL,1,Dona,1
24/10/2020,41,VALLES ORIENTAL,0,Home,3
23/10/2020,10,BAIX EMPORDA,0,Home,2
23/10/2020,11,BAIX LLOBREGAT,0,Home,5
23/10/2020,11,BAIX LLOBREGAT,1,Dona,2
23/10/2020,13,BARCELONES,0,Home,8
23/10/2020,13,BARCELONES,1,Dona,6
23/10/2020,19,GARROTXA,1,Dona,1
23/10/2020,21,MARESME,1,Dona,1
23/10/2020,21,MARESME,0,Home,3
23/10/2020,22,MONTSIA,1,Dona,1
23/10/2020,28,PLA DE L'ESTANY,1,Dona,1
23/10/2020,29,PRIORAT,1,Dona,1
23/10/2020,31,RIPOLLES,0,Home,2
23/10/2020,33,SEGRIA,0,Home,2
23/10/2020,36,TARRAGONES,0,Home,2
23/10/2020,37,TERRA ALTA,0,Home,1
23/10/2020,38,URGELL,0,Home,2
23/10/2020,40,VALLES OCCIDENTAL,0,Home,1
23/10/2020,41,VALLES ORIENTAL,1,Dona,1
23/10/2020,41,VALLES ORIENTAL,0,Home,2
22/10/2020,06,ANOIA,0,Home,1
22/10/2020,06,ANOIA,1,Dona,1
22/10/2020,11,BAIX LLOBREGAT,1,Dona,1
22/10/2020,12,BAIX PENEDES,0,Home,2
22/10/2020,13,BARCELONES,0,Home,6
22/10/2020,13,BARCELONES,1,Dona,7
22/10/2020,14,BERGUEDA,0,Home,1
22/10/2020,15,CERDANYA,1,Dona,1
22/10/2020,17,GARRAF,1,Dona,2
22/10/2020,20,GIRONES,1,Dona,1
22/10/2020,24,OSONA,1,Dona,2
22/10/2020,29,PRIORAT,0,Home,1
22/10/2020,29,PRIORAT,1,Dona,1
22/10/2020,31,RIPOLLES,0,Home,1
22/10/2020,33,SEGRIA,0,Home,1
22/10/2020,34,SELVA,0,Home,2
22/10/2020,36,TARRAGONES,0,Home,1
22/10/2020,40,VALLES OCCIDENTAL,1,Dona,2
22/10/2020,40,VALLES OCCIDENTAL,0,Home,1
22/10/2020,41,VALLES ORIENTAL,0,Home,1
22/10/2020,41,VALLES ORIENTAL,1,Dona,2
21/10/2020,08,BAIX CAMP,0,Home,1
